start_node,end_species,loss_summary,first_loss_after_node,gd_count,tree_gd_IDs,gene1_IDs,gene2_IDs,path_string,end_copy_number,S28,S27,S26,S25,S24,S23,S22,S21,S20,S19,S18,S17,S16,S15,S14,S13,S12,S11,S10,S9,S8,S7,S6,S5,S4,S3,S2,S1,S0,DUN,CHL,MAR,CER,GIN,AMB,NYM,BRA,ORY,ASP,CIN,LIR,AQU,COF,SOL,MIM,HEL,ACT,VIT,POP,ARA,PRU,CUC,PHA,GLY,MED,ARH,ARI,ARD,CEC
S25,AQU,Lost after S20,S20,1,OG0000657_248-55,NA,AQU_0011390,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(1),1,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,AQU,No duplicate lost,NA,13,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0000658_248-66;OG0001270_161-104;OG0001277_161-115;OG0001280_161-119;OG0001297_159-145;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,AQU_0039911;AQU_0032496;AQU_0011390;AQU_0015669;AQU_0025613;AQU_0026924;AQU_0037991;AQU_0042050;AQU_0012559;AQU_0002332;AQU_0040868;AQU_0013296;AQU_0003447,AQU_0028746;AQU_0016789;AQU_0028228;AQU_0011390;AQU_0030070;AQU_0025314;AQU_0018367;AQU_0037686;AQU_0018365;AQU_0010461;AQU_0013850;AQU_0036030;AQU_0016342,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(2),2,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,AQU,Lost after S21,S21,1,OG0000665_247-68,AQU_0000415,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->AQU(1),1,NA,NA,NA,NA,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,AQU,Lost after S20,S20,1,OG0002511_99-208,NA,AQU_0020848,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(1),1,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,AQU,No duplicate lost,NA,9,OG0000631_253-18;OG0000637_252-30;OG0000667_246-83;OG0001277_161-114;OG0001294_159-129;OG0001299_159-148;OG0001307_159-154;OG0001309_158-158;OG0001317_157-167,AQU_0028746;AQU_0033251;AQU_0022537;AQU_0032397;AQU_0031589;AQU_0009482;AQU_0024906;AQU_0042203;AQU_0032601,AQU_0032195;AQU_0025612;AQU_0035769;AQU_0018367;AQU_0012499;AQU_0036734;AQU_0012109;AQU_0012626;AQU_0023737,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->AQU(2),2,NA,NA,NA,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,AQU,Lost after S22,S22,1,OG0001299_159-147,AQU_0009482,NA,S22(2)->S21(1)->S20(1)->AQU(1),1,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,AQU,Lost after S21,S21,1,OG0000637_252-25,AQU_0007321,NA,S22(2)->S21(2)->S20(1)->AQU(1),1,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S20,AQU,Lost after S20,S20,3,OG0000658_248-62;OG0000665_247-77;OG0001307_159-153,NA,AQU_0020829;AQU_0014718;AQU_0012109,S20(2)->AQU(1),1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,ARA,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,ARA_0018892;ARA_0001711,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,ARA,Lost after S27,S27,1,OG0001267_162-102,NA,ARA_0013023,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,2,2,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ARA,Lost after S26,S26,1,OG0000652_249-50,NA,ARA_0015687,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,2,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ARA,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,ARA_0024818;ARA_0015801,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ARA,Lost after S24,S24,1,OG0001267_162-101,NA,ARA_0013023,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S27,ARA,No duplicate lost,NA,7,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002522_99-214;OG0002523_99-216,ARA_0015687;ARA_0018068;ARA_0014219;ARA_0003765;ARA_0017269;ARA_0003272;ARA_0001921,ARA_0019569;ARA_0015707;ARA_0000654;ARA_0014219;ARA_0004483;ARA_0015910;ARA_0019361,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
S26,ARA,Lost after S19,S19,1,OG0001266_162-96,NA,ARA_0011097,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S26,ARA,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,ARA_0007470;ARA_0017126,ARA_0011097;ARA_0007969,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,ARA,Lost after S23,S23,3,OG0002440_101-179;OG0002522_99-213;OG0004494_64-237,NA,ARA_0015823;ARA_0003272;ARA_0026251,S25(2)->S24(2)->S23(2)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,ARA,Lost after S21,S21,1,OG0001318_157-172,NA,ARA_0019268,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,2,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,ARA,Lost after S19,S19,1,OG0000657_248-55,NA,ARA_0027110,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,ARA,Lost after S8,S8,2,OG0001277_161-115;OG0001297_159-145,NA,ARA_0012286;ARA_0000220,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(1),1,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S25,ARA,No duplicate lost,NA,11,OG0000631_253-19;OG0000633_253-24;OG0000657_248-54;OG0000657_248-56;OG0000658_248-66;OG0001270_161-104;OG0001280_161-119;OG0001319_157-175;OG0002462_100-186;OG0002506_99-204;OG0002508_99-206,ARA_0018284;ARA_0022309;ARA_0004297;ARA_0014479;ARA_0019146;ARA_0018513;ARA_0013452;ARA_0004989;ARA_0023020;ARA_0019098;ARA_0001151,ARA_0015767;ARA_0013546;ARA_0027110;ARA_0022077;ARA_0017097;ARA_0009100;ARA_0003356;ARA_0002603;ARA_0004172;ARA_0007117,S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2),2,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,ARA,Lost after S21,S21,1,OG0000665_247-68,ARA_0025320,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,NA,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,ARA,Lost after S20,S20,1,OG0001277_161-114,NA,ARA_0012286,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,NA,2,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,ARA,Lost after S8,S8,1,OG0000667_246-83,NA,NA,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(0),0,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,ARA,Lost after S8,S8,1,OG0000637_252-30,NA,ARA_0016508,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(1),1,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S24,ARA,No duplicate lost,NA,7,OG0000631_253-18;OG0001294_159-129;OG0001299_159-148;OG0001307_159-154;OG0001309_158-158;OG0001317_157-167;OG0002511_99-208,ARA_0002187;ARA_0027134;ARA_0011686;ARA_0021049;ARA_0015204;ARA_0024175;ARA_0016883,ARA_0015767;ARA_0012956;ARA_0015821;ARA_0017598;ARA_0022174;ARA_0016709;ARA_0012813,S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2),2,NA,NA,NA,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,ARA,Lost after S22,S22,1,OG0001299_159-147,ARA_0011686,NA,S22(2)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S22,ARA,Lost after S21,S21,1,OG0000637_252-25,ARA_0011556,NA,S22(2)->S21(2)->S20(1)->S19(1)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S20,ARA,Lost after S8,S8,2,OG0000665_247-77;OG0001307_159-153,ARA_0020403,ARA_0017598,S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S20,ARA,No duplicate lost,NA,1,OG0000658_248-62,ARA_0021454,ARA_0011894,S20(2)->S19(2)->S18(2)->S17(2)->S8(2)->ARA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,ARA,Lost after S19,S19,1,OG0000633_253-22,NA,ARA_0013546,S19(2)->S18(1)->S17(1)->S8(1)->ARA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,ARA,Lost after S17,S17,4,OG0000648_249-32;OG0000648_249-34;OG0000667_246-79;OG0001278_161-117,ARA_0001360,ARA_0009666;ARA_0018068;ARA_0026922,S19(2)->S18(2)->S17(2)->S8(1)->ARA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,ARA,Lost after S8,S8,9,OG0000633_253-23;OG0000637_252-29;OG0000651_249-37;OG0000652_249-46;OG0000657_248-52;OG0000658_248-63;OG0001277_161-113;OG0001294_159-127;OG0004494_64-236,ARA_0027110;ARA_0019146;ARA_0026251,ARA_0013546;ARA_0016508;ARA_0018432;ARA_0015687;ARA_0012286;ARA_0000998,S19(2)->S18(2)->S17(2)->S8(2)->ARA(1),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
S19,ARA,No duplicate lost,NA,5,OG0001259_162-89;OG0001272_161-109;OG0001307_159-152;OG0001311_158-164;OG0001318_157-171,ARA_0005859;ARA_0022897;ARA_0020777;ARA_0017741;ARA_0026439,ARA_0024818;ARA_0027297;ARA_0017598;ARA_0008347;ARA_0019268,S19(2)->S18(2)->S17(2)->S8(2)->ARA(2),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
S28,ARD,Lost after S28,S28,2,OG0000665_247-78;OG0004491_64-234,NA,ardaradu.V14167.gnm1.Aradu.A07g01485;ardaradu.V14167.gnm1.Aradu.A02g02538,S28(2)->S27(1)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1),1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
S28,ARD,Lost after S27,S27,1,OG0001267_162-102,NA,ardaradu.V14167.gnm1.Aradu.A06g00167,S28(2)->S27(2)->S26(1)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1),1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
S27,ARD,Lost after S26,S26,1,OG0000652_249-50,NA,ardaradu.V14167.gnm1.Aradu.A05g02660,S27(2)->S26(2)->S25(1)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1),1,NA,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
S27,ARD,Lost after S25,S25,2,OG0001259_162-90;OG0002498_99-203,NA,ardaradu.V14167.gnm1.Aradu.A08g01946;ardaradu.V14167.gnm1.Aradu.A04g02646,S27(2)->S26(2)->S25(2)->S24(1)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1),1,NA,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
S27,ARD,Lost after S24,S24,1,OG0001267_162-101,NA,ardaradu.V14167.gnm1.Aradu.A06g00167,S27(2)->S26(2)->S25(2)->S24(2)->S23(1)->S22(1)->S21(1)->S20(1)->S19(1)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1),1,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
S27,ARD,No duplicate lost,NA,7,OG0000652_249-49;OG0000667_246-84;OG0001289_160-124;OG0001289_160-125;OG0002437_101-178;OG0002522_99-214;OG0002523_99-216,ardaradu.V14167.gnm1.Aradu.A08g01354;ardaradu.V14167.gnm1.Aradu.A07g00947;ardaradu.V14167.gnm1.Aradu.A10g02578;ardaradu.V14167.gnm1.Aradu.A07g00109;ardaradu.V14167.gnm1.Aradu.A06g00556;ardaradu.V14167.gnm1.Aradu.A03g02338;ardaradu.V14167.gnm1.Aradu.A05g02626,ardaradu.V14167.gnm1.Aradu.A05g02660;ardaradu.V14167.gnm1.Aradu.A05g00651;ardaradu.V14167.gnm1.Aradu.A05g02242;ardaradu.V14167.gnm1.Aradu.A08g02028;ardaradu.V14167.gnm1.Aradu.A01g02264;ardaradu.V14167.gnm1.Aradu.A04g02869,S27(2)->S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->ARD(2),2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
S26,ARD,Lost after S19,S19,1,OG0001266_162-96,NA,ardaradu.V14167.gnm1.Aradu.A04g00957,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(1)->S17(1)->S16(1)->S15(1)->S14(1)->S13(1)->ARD(1),1,NA,NA,2,2,2,2,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
S26,ARD,No duplicate lost,NA,2,OG0001266_162-97;OG0002471_100-196,ardaradu.V14167.gnm1.Aradu.A01g00837;ardaradu.V14167.gnm1.Aradu.A10g03379,ardaradu.V14167.gnm1.Aradu.A04g00957;ardaradu.V14167.gnm1.Aradu.A08g00743,S26(2)->S25(2)->S24(2)->S23(2)->S22(2)->S21(2)->S20(2)->S19(2)->S18(2)->S17(2)->S16(2)->S15(2)->S14(2)->S13(2)->ARD(2),2,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
